CMDLINE /usr/local/opt/python@2/bin/python2.7 test_lib2.py
MEM 80.570312 1543732029.3174
MEM 80.574219 1543732029.4259
MEM 80.574219 1543732029.5348
MEM 80.574219 1543732029.6409
MEM 80.574219 1543732029.7426
MEM 80.574219 1543732029.8514
MEM 80.574219 1543732029.9593
MEM 80.574219 1543732030.0660
MEM 80.574219 1543732030.1759
MEM 80.574219 1543732030.2848
MEM 80.574219 1543732030.3912
MEM 80.574219 1543732030.5022
MEM 80.574219 1543732030.6094
MEM 80.574219 1543732030.7174
MEM 80.574219 1543732030.8265
MEM 80.574219 1543732030.9348
MEM 80.574219 1543732031.0408
MEM 80.574219 1543732031.1507
MEM 80.574219 1543732031.2595
MEM 80.574219 1543732031.3674
MEM 80.574219 1543732031.4762
MEM 80.574219 1543732031.5848
MEM 80.574219 1543732031.6929
MEM 80.574219 1543732031.8013
MEM 80.574219 1543732031.9096
MEM 80.574219 1543732032.0173
MEM 80.574219 1543732032.1253
MEM 80.574219 1543732032.2348
MEM 80.574219 1543732032.3410
MEM 80.574219 1543732032.4510
MEM 80.574219 1543732032.5597
MEM 80.574219 1543732032.6676
MEM 80.574219 1543732032.7747
MEM 80.574219 1543732032.8847
MEM 80.574219 1543732032.9933
MEM 80.574219 1543732033.1012
MEM 80.574219 1543732033.2015
MEM 80.574219 1543732033.3099
MEM 80.574219 1543732033.4159
MEM 80.574219 1543732033.5220
MEM 80.574219 1543732033.6267
MEM 80.574219 1543732033.7347
MEM 80.574219 1543732033.8447
MEM 80.574219 1543732033.9512
MEM 80.574219 1543732034.0600
MEM 80.574219 1543732034.1678
MEM 80.574219 1543732034.2757
MEM 80.574219 1543732034.3847
MEM 80.574219 1543732034.4933
MEM 80.574219 1543732034.6034
MEM 80.574219 1543732034.7120
MEM 80.574219 1543732034.8221
MEM 80.574219 1543732034.9271
MEM 80.574219 1543732035.0347
MEM 80.574219 1543732035.1434
MEM 80.574219 1543732035.2512
MEM 80.574219 1543732035.3602
MEM 80.574219 1543732035.4680
MEM 80.574219 1543732035.5767
MEM 80.574219 1543732035.6846
MEM 80.574219 1543732035.7935
MEM 80.574219 1543732035.9011
MEM 80.574219 1543732036.0102
MEM 80.574219 1543732036.1142
MEM 80.574219 1543732036.2168
MEM 80.574219 1543732036.3261
MEM 80.574219 1543732036.4346
MEM 80.574219 1543732036.5435
MEM 80.574219 1543732036.6512
MEM 80.574219 1543732036.7593
MEM 80.574219 1543732036.8605
MEM 80.574219 1543732036.9682
MEM 80.574219 1543732037.0769
MEM 80.574219 1543732037.1870
MEM 80.574219 1543732037.2936
MEM 80.574219 1543732037.4011
MEM 80.574219 1543732037.5104
MEM 80.574219 1543732037.6185
MEM 80.574219 1543732037.7270
MEM 80.574219 1543732037.8346
MEM 80.578125 1543732037.9437
MEM 80.578125 1543732038.0511
MEM 80.578125 1543732038.1599
MEM 80.578125 1543732038.2621
MEM 80.578125 1543732038.3640
MEM 80.578125 1543732038.4739
MEM 80.578125 1543732038.5771
MEM 80.578125 1543732038.6867
MEM 80.578125 1543732038.7939
MEM 80.578125 1543732038.9011
MEM 80.578125 1543732039.0106
MEM 80.578125 1543732039.1182
MEM 80.578125 1543732039.2273
MEM 80.578125 1543732039.3346
MEM 80.578125 1543732039.4431
MEM 80.578125 1543732039.5511
MEM 80.578125 1543732039.6607
MEM 80.578125 1543732039.7685
MEM 80.578125 1543732039.8739
MEM 80.578125 1543732039.9834
MEM 80.578125 1543732040.0846
MEM 80.578125 1543732040.1924
MEM 80.578125 1543732040.3010
MEM 80.578125 1543732040.4045
MEM 80.578125 1543732040.5084
MEM 80.578125 1543732040.6184
MEM 80.578125 1543732040.7273
MEM 80.578125 1543732040.8346
MEM 80.578125 1543732040.9427
MEM 80.578125 1543732041.0510
MEM 80.578125 1543732041.1609
MEM 80.578125 1543732041.2647
MEM 80.578125 1543732041.3746
MEM 80.578125 1543732041.4846
MEM 80.578125 1543732041.5943
MEM 80.578125 1543732041.7010
MEM 80.578125 1543732041.8110
MEM 80.578125 1543732041.9172
MEM 80.578125 1543732042.0189
MEM 80.578125 1543732042.1275
MEM 80.578125 1543732042.2373
MEM 80.578125 1543732042.3461
MEM 80.578125 1543732042.4554
MEM 80.578125 1543732042.5611
MEM 80.578125 1543732042.6687
MEM 80.578125 1543732042.7762
MEM 80.578125 1543732042.8844
MEM 80.578125 1543732042.9944
MEM 80.578125 1543732043.1010
MEM 80.578125 1543732043.2071
MEM 80.578125 1543732043.3108
MEM 80.578125 1543732043.4185
MEM 80.578125 1543732043.5277
MEM 80.578125 1543732043.6352
MEM 80.578125 1543732043.7445
MEM 80.578125 1543732043.8509
MEM 80.578125 1543732043.9538
MEM 80.578125 1543732044.0613
MEM 80.578125 1543732044.1696
MEM 80.578125 1543732044.2776
MEM 80.578125 1543732044.3870
MEM 80.578125 1543732044.4928
MEM 80.578125 1543732044.6009
MEM 80.578125 1543732044.7109
MEM 80.578125 1543732044.8186
MEM 80.578125 1543732044.9279
MEM 80.578125 1543732045.0344
MEM 80.578125 1543732045.1395
MEM 80.578125 1543732045.2444
MEM 80.578125 1543732045.3525
MEM 80.578125 1543732045.4531
MEM 80.578125 1543732045.5598
MEM 80.578125 1543732045.6676
MEM 80.578125 1543732045.7722
MEM 80.578125 1543732045.8809
MEM 80.578125 1543732045.9844
MEM 80.578125 1543732046.0930
MEM 80.578125 1543732046.2009
MEM 80.578125 1543732046.3070
MEM 80.578125 1543732046.4116
MEM 80.578125 1543732046.5180
MEM 80.578125 1543732046.6246
MEM 80.578125 1543732046.7344
MEM 80.578125 1543732046.8403
MEM 80.578125 1543732046.9447
MEM 80.578125 1543732047.0513
MEM 80.578125 1543732047.1610
MEM 80.578125 1543732047.2631
MEM 80.578125 1543732047.3644
MEM 80.578125 1543732047.4731
MEM 80.578125 1543732047.5777
MEM 80.578125 1543732047.6867
MEM 80.578125 1543732047.7951
MEM 80.578125 1543732047.9008
MEM 80.578125 1543732048.0051
MEM 80.578125 1543732048.1118
MEM 80.578125 1543732048.2179
MEM 80.578125 1543732048.3210
MEM 80.578125 1543732048.4285
MEM 80.578125 1543732048.5345
MEM 80.578125 1543732048.6439
MEM 80.578125 1543732048.7530
MEM 80.578125 1543732048.8630
MEM 80.578125 1543732048.9722
MEM 80.578125 1543732049.0785
MEM 80.578125 1543732049.1866
MEM 80.578125 1543732049.2947
MEM 80.578125 1543732049.4007
MEM 80.578125 1543732049.5069
MEM 80.578125 1543732049.6111
MEM 80.578125 1543732049.7176
MEM 80.578125 1543732049.8256
MEM 80.578125 1543732049.9342
MEM 80.578125 1543732050.0425
MEM 80.578125 1543732050.1507
MEM 80.578125 1543732050.2574
MEM 80.578125 1543732050.3640
MEM 80.578125 1543732050.4720
MEM 80.578125 1543732050.5807
MEM 80.578125 1543732050.6888
MEM 80.578125 1543732050.7959
MEM 80.578125 1543732050.9014
MEM 80.578125 1543732051.0107
MEM 80.578125 1543732051.1167
MEM 80.578125 1543732051.2221
MEM 80.578125 1543732051.3269
MEM 80.578125 1543732051.4342
MEM 80.578125 1543732051.5402
MEM 80.578125 1543732051.6455
MEM 80.578125 1543732051.7507
MEM 80.578125 1543732051.8529
MEM 80.578125 1543732051.9622
MEM 80.578125 1543732052.0674
MEM 80.578125 1543732052.1766
MEM 80.578125 1543732052.2842
MEM 80.578125 1543732052.3894
MEM 80.578125 1543732052.4958
MEM 80.578125 1543732052.6038
MEM 80.578125 1543732052.7123
MEM 80.578125 1543732052.8173
MEM 80.578125 1543732052.9177
MEM 80.578125 1543732053.0246
MEM 80.578125 1543732053.1341
MEM 80.578125 1543732053.2357
MEM 80.578125 1543732053.3429
MEM 80.578125 1543732053.4506
MEM 80.578125 1543732053.5599
MEM 80.578125 1543732053.6667
MEM 80.578125 1543732053.7750
MEM 80.578125 1543732053.8841
MEM 80.578125 1543732053.9895
MEM 80.578125 1543732054.0958
MEM 80.578125 1543732054.2022
MEM 80.578125 1543732054.3120
MEM 80.578125 1543732054.4125
MEM 80.578125 1543732054.5172
MEM 80.578125 1543732054.6255
MEM 80.578125 1543732054.7341
MEM 80.578125 1543732054.8442
MEM 80.578125 1543732054.9542
MEM 80.578125 1543732055.0607
MEM 80.578125 1543732055.1674
MEM 80.578125 1543732055.2720
MEM 80.578125 1543732055.3793
MEM 80.578125 1543732055.4840
MEM 80.578125 1543732055.5854
MEM 80.578125 1543732055.6955
MEM 80.578125 1543732055.8005
MEM 80.578125 1543732055.9104
MEM 80.578125 1543732056.0172
MEM 80.578125 1543732056.1270
MEM 80.578125 1543732056.2356
MEM 80.578125 1543732056.3424
MEM 80.578125 1543732056.4524
MEM 80.578125 1543732056.5606
MEM 80.578125 1543732056.6627
MEM 80.578125 1543732056.7689
MEM 80.578125 1543732056.8733
MEM 80.578125 1543732056.9794
MEM 80.578125 1543732057.0858
MEM 80.578125 1543732057.1959
MEM 80.578125 1543732057.3031
MEM 80.578125 1543732057.4093
MEM 80.578125 1543732057.5157
MEM 80.578125 1543732057.6219
MEM 80.578125 1543732057.7295
MEM 80.578125 1543732057.8359
MEM 80.578125 1543732057.9431
MEM 80.578125 1543732058.0527
MEM 80.578125 1543732058.1627
MEM 80.578125 1543732058.2694
MEM 80.578125 1543732058.3796
MEM 80.578125 1543732058.4861
MEM 80.578125 1543732058.5963
MEM 80.578125 1543732058.7027
MEM 80.578125 1543732058.8066
MEM 80.578125 1543732058.9166
MEM 80.578125 1543732059.0194
MEM 80.578125 1543732059.1267
MEM 80.578125 1543732059.2361
MEM 80.578125 1543732059.3452
MEM 80.578125 1543732059.4528
MEM 80.578125 1543732059.5611
MEM 80.578125 1543732059.6665
MEM 80.578125 1543732059.7720
MEM 80.578125 1543732059.8798
MEM 80.578125 1543732059.9862
MEM 80.578125 1543732060.0945
MEM 80.578125 1543732060.2028
MEM 80.578125 1543732060.3127
MEM 80.578125 1543732060.4160
MEM 80.578125 1543732060.5164
MEM 80.578125 1543732060.6233
MEM 80.578125 1543732060.7299
MEM 80.578125 1543732060.8391
MEM 80.578125 1543732060.9465
MEM 80.578125 1543732061.0504
MEM 80.578125 1543732061.1531
MEM 80.578125 1543732061.2638
MEM 80.578125 1543732061.3702
MEM 80.578125 1543732061.4728
MEM 80.578125 1543732061.5782
MEM 80.578125 1543732061.6862
MEM 80.578125 1543732061.7884
MEM 80.578125 1543732061.8966
MEM 80.578125 1543732062.0065
MEM 80.578125 1543732062.1167
MEM 80.578125 1543732062.2200
MEM 80.578125 1543732062.3293
MEM 80.578125 1543732062.4366
MEM 80.578125 1543732062.5467
MEM 80.578125 1543732062.6533
MEM 80.578125 1543732062.7626
MEM 80.578125 1543732062.8700
MEM 80.578125 1543732062.9801
MEM 80.578125 1543732063.0868
MEM 80.578125 1543732063.1967
MEM 80.578125 1543732063.3065
MEM 80.578125 1543732063.4134
MEM 80.578125 1543732063.5201
MEM 80.578125 1543732063.6291
MEM 80.578125 1543732063.7368
MEM 80.578125 1543732063.8468
MEM 80.578125 1543732063.9535
MEM 80.578125 1543732064.0635
MEM 80.578125 1543732064.1640
MEM 80.578125 1543732064.2718
MEM 80.578125 1543732064.3802
MEM 80.578125 1543732064.4890
MEM 80.578125 1543732064.5968
MEM 80.578125 1543732064.7057
MEM 80.578125 1543732064.8138
MEM 80.578125 1543732064.9225
MEM 80.578125 1543732065.0295
MEM 80.578125 1543732065.1390
MEM 80.578125 1543732065.2469
MEM 80.578125 1543732065.3538
MEM 80.578125 1543732065.4636
MEM 80.578125 1543732065.5717
MEM 80.578125 1543732065.6803
MEM 80.578125 1543732065.7872
MEM 80.578125 1543732065.8970
MEM 80.578125 1543732066.0064
MEM 80.578125 1543732066.1137
MEM 80.578125 1543732066.2206
MEM 80.578125 1543732066.3255
MEM 80.578125 1543732066.4337
MEM 80.578125 1543732066.5427
MEM 80.578125 1543732066.6502
MEM 80.578125 1543732066.7541
MEM 80.578125 1543732066.8625
MEM 80.578125 1543732066.9707
MEM 80.578125 1543732067.0730
MEM 80.578125 1543732067.1820
MEM 80.578125 1543732067.2890
MEM 80.578125 1543732067.3957
MEM 80.578125 1543732067.5003
MEM 80.578125 1543732067.6064
MEM 80.578125 1543732067.7140
MEM 80.578125 1543732067.8223
MEM 80.578125 1543732067.9303
MEM 80.578125 1543732068.0397
MEM 80.578125 1543732068.1462
MEM 80.578125 1543732068.2542
MEM 80.578125 1543732068.3627
MEM 80.578125 1543732068.4639
MEM 80.578125 1543732068.5710
MEM 80.578125 1543732068.6805
MEM 80.578125 1543732068.7877
MEM 80.578125 1543732068.8973
MEM 80.578125 1543732069.0044
MEM 80.582031 1543732069.1140
MEM 80.582031 1543732069.2141
MEM 80.582031 1543732069.3240
MEM 80.582031 1543732069.4336
MEM 80.582031 1543732069.5412
MEM 80.582031 1543732069.6501
MEM 80.582031 1543732069.7545
MEM 80.582031 1543732069.8641
MEM 80.582031 1543732069.9729
MEM 80.582031 1543732070.0812
MEM 80.582031 1543732070.1879
MEM 80.582031 1543732070.2956
MEM 80.582031 1543732070.4045
MEM 80.582031 1543732070.5132
MEM 80.582031 1543732070.6213
MEM 80.582031 1543732070.7308
MEM 80.582031 1543732070.8384
MEM 80.582031 1543732070.9475
MEM 80.582031 1543732071.0547
MEM 80.582031 1543732071.1641
MEM 80.582031 1543732071.2729
MEM 80.582031 1543732071.3799
MEM 80.582031 1543732071.4881
MEM 80.582031 1543732071.5894
MEM 80.582031 1543732071.6976
MEM 80.582031 1543732071.8072
MEM 80.582031 1543732071.9135
MEM 80.582031 1543732072.0216
MEM 80.582031 1543732072.1297
MEM 80.582031 1543732072.2376
MEM 80.582031 1543732072.3460
MEM 80.582031 1543732072.4550
MEM 80.582031 1543732072.5554
MEM 80.582031 1543732072.6644
MEM 80.582031 1543732072.7710
MEM 80.582031 1543732072.8800
MEM 80.582031 1543732072.9888
MEM 80.582031 1543732073.0959
MEM 80.582031 1543732073.2051
MEM 80.582031 1543732073.3144
MEM 80.582031 1543732073.4209
MEM 80.582031 1543732073.5300
MEM 80.582031 1543732073.6376
MEM 80.582031 1543732073.7409
MEM 80.582031 1543732073.8500
MEM 80.582031 1543732073.9513
MEM 80.582031 1543732074.0552
MEM 80.582031 1543732074.1639
MEM 80.582031 1543732074.2717
MEM 80.582031 1543732074.3811
MEM 80.582031 1543732074.4886
MEM 80.582031 1543732074.5978
MEM 80.582031 1543732074.7053
MEM 80.582031 1543732074.8143
MEM 80.582031 1543732074.9145
MEM 80.582031 1543732075.0221
MEM 80.582031 1543732075.1302
MEM 80.582031 1543732075.2395
MEM 79.804688 1543732075.3398
MEM 79.800781 1543732075.4500
MEM 79.800781 1543732075.5556
MEM 79.800781 1543732075.6630
MEM 79.800781 1543732075.7710
MEM 77.593750 1543732075.8713
MEM 77.593750 1543732075.9751
MEM 77.593750 1543732076.0834
MEM 77.593750 1543732076.1916
MEM 77.593750 1543732076.2999
MEM 77.593750 1543732076.4047
MEM 77.593750 1543732076.5129
MEM 77.593750 1543732076.6133
MEM 77.593750 1543732076.7139
MEM 77.593750 1543732076.8142
MEM 77.593750 1543732076.9143
MEM 77.593750 1543732077.0146
MEM 77.593750 1543732077.1152
MEM 77.593750 1543732077.2155
MEM 77.593750 1543732077.3218
MEM 77.593750 1543732077.4298
MEM 77.593750 1543732077.5377
MEM 77.593750 1543732077.6428
MEM 77.593750 1543732077.7499
MEM 77.593750 1543732077.8572
MEM 77.593750 1543732077.9639
MEM 77.593750 1543732078.0687
MEM 77.593750 1543732078.1712
MEM 77.593750 1543732078.2812
MEM 77.593750 1543732078.3890
MEM 77.593750 1543732078.4966
MEM 77.593750 1543732078.6045
MEM 77.593750 1543732078.7109
MEM 77.593750 1543732078.8134
MEM 77.593750 1543732078.9212
MEM 77.593750 1543732079.0215
MEM 77.593750 1543732079.1219
MEM 77.593750 1543732079.2317
MEM 77.593750 1543732079.3393
MEM 77.593750 1543732079.4470
MEM 77.593750 1543732079.5547
MEM 77.593750 1543732079.6561
MEM 77.593750 1543732079.7638
MEM 77.593750 1543732079.8727
MEM 77.593750 1543732079.9800
MEM 77.593750 1543732080.0881
MEM 77.593750 1543732080.1936
MEM 77.593750 1543732080.3010
MEM 77.593750 1543732080.4060
MEM 77.593750 1543732080.5146
MEM 77.593750 1543732080.6148
MEM 77.593750 1543732080.7214
MEM 77.593750 1543732080.8220
MEM 77.593750 1543732080.9302
MEM 77.593750 1543732081.0382
MEM 77.593750 1543732081.1397
MEM 77.593750 1543732081.2498
MEM 77.593750 1543732081.3539
MEM 77.593750 1543732081.4545
MEM 77.593750 1543732081.5554
MEM 77.593750 1543732081.6653
MEM 77.593750 1543732081.7718
MEM 77.593750 1543732081.8721
MEM 77.593750 1543732081.9802
MEM 77.593750 1543732082.0895
MEM 77.593750 1543732082.1986
MEM 77.593750 1543732082.3062
MEM 77.593750 1543732082.4133
MEM 77.593750 1543732082.5148
MEM 77.593750 1543732082.6154
MEM 77.593750 1543732082.7222
MEM 77.593750 1543732082.8316
MEM 77.593750 1543732082.9346
MEM 77.593750 1543732083.0439
MEM 77.593750 1543732083.1497
MEM 77.593750 1543732083.2549
MEM 77.593750 1543732083.3552
MEM 77.593750 1543732083.4555
MEM 77.593750 1543732083.5577
MEM 77.593750 1543732083.6639
MEM 77.593750 1543732083.7649
MEM 77.593750 1543732083.8725
MEM 77.593750 1543732083.9813
MEM 77.601562 1543732084.0884
MEM 77.601562 1543732084.1980
MEM 77.601562 1543732084.3036
MEM 77.601562 1543732084.4059
MEM 77.601562 1543732084.5140
MEM 77.601562 1543732084.6227
MEM 77.601562 1543732084.7312
MEM 77.601562 1543732084.8392
MEM 77.601562 1543732084.9404
MEM 77.601562 1543732085.0497
MEM 77.601562 1543732085.1558
MEM 77.601562 1543732085.2662
MEM 77.601562 1543732085.3667
MEM 77.601562 1543732085.4723
MEM 77.601562 1543732085.5825
MEM 77.601562 1543732085.6899
MEM 77.601562 1543732085.7996
MEM 77.601562 1543732085.9058
MEM 77.601562 1543732086.0159
MEM 77.601562 1543732086.1234
MEM 77.601562 1543732086.2331
MEM 77.601562 1543732086.3390
MEM 77.601562 1543732086.4397
MEM 77.601562 1543732086.5496
MEM 77.601562 1543732086.6578
MEM 77.601562 1543732086.7657
MEM 77.601562 1543732086.8734
MEM 77.601562 1543732086.9831
MEM 77.601562 1543732087.0901
MEM 77.601562 1543732087.1996
MEM 77.601562 1543732087.3062
MEM 77.601562 1543732087.4135
MEM 77.601562 1543732087.5231
MEM 77.601562 1543732087.6331
MEM 77.601562 1543732087.7390
MEM 77.601562 1543732087.8487
MEM 77.601562 1543732087.9572
MEM 77.601562 1543732088.0646
MEM 77.601562 1543732088.1736
MEM 77.601562 1543732088.2831
MEM 77.601562 1543732088.3888
MEM 77.601562 1543732088.4929
MEM 77.601562 1543732088.6017
MEM 77.601562 1543732088.7112
MEM 77.601562 1543732088.8166
MEM 77.601562 1543732088.9236
MEM 77.601562 1543732089.0331
MEM 77.601562 1543732089.1405
MEM 77.601562 1543732089.2495
MEM 77.601562 1543732089.3571
MEM 77.601562 1543732089.4647
MEM 77.601562 1543732089.5724
MEM 77.601562 1543732089.6823
MEM 77.601562 1543732089.7904
MEM 77.601562 1543732089.8995
MEM 77.601562 1543732090.0073
MEM 77.601562 1543732090.1157
MEM 77.601562 1543732090.2164
MEM 77.601562 1543732090.3251
MEM 77.601562 1543732090.4330
MEM 77.601562 1543732090.5406
MEM 77.601562 1543732090.6495
MEM 77.601562 1543732090.7574
MEM 77.601562 1543732090.8652
MEM 77.601562 1543732090.9724
MEM 77.601562 1543732091.0741
MEM 77.601562 1543732091.1830
MEM 77.601562 1543732091.2907
MEM 77.601562 1543732091.3994
MEM 77.601562 1543732091.5004
MEM 77.601562 1543732091.6075
MEM 77.601562 1543732091.7155
MEM 77.601562 1543732091.8246
MEM 77.601562 1543732091.9329
MEM 77.601562 1543732092.0410
MEM 77.601562 1543732092.1494
MEM 77.601562 1543732092.2577
MEM 77.601562 1543732092.3650
MEM 77.601562 1543732092.4745
MEM 77.601562 1543732092.5829
MEM 77.601562 1543732092.6911
MEM 77.601562 1543732092.7994
MEM 77.601562 1543732092.9077
MEM 77.601562 1543732093.0141
MEM 77.601562 1543732093.1151
MEM 77.601562 1543732093.2245
MEM 77.601562 1543732093.3329
MEM 77.601562 1543732093.4412
MEM 77.601562 1543732093.5503
MEM 77.601562 1543732093.6578
MEM 77.601562 1543732093.7650
MEM 77.601562 1543732093.8747
MEM 77.601562 1543732093.9829
MEM 77.601562 1543732094.0903
MEM 77.601562 1543732094.1994
MEM 77.601562 1543732094.3072
MEM 77.601562 1543732094.4153
MEM 77.601562 1543732094.5247
MEM 77.601562 1543732094.6328
MEM 77.601562 1543732094.7414
MEM 77.601562 1543732094.8494
MEM 77.601562 1543732094.9581
MEM 77.601562 1543732095.0650
MEM 77.601562 1543732095.1739
MEM 77.601562 1543732095.2829
MEM 77.601562 1543732095.3915
MEM 77.601562 1543732095.4993
MEM 77.601562 1543732095.6082
MEM 77.601562 1543732095.7169
MEM 77.601562 1543732095.8248
MEM 77.601562 1543732095.9328
MEM 77.601562 1543732096.0416
MEM 77.601562 1543732096.1493
MEM 77.601562 1543732096.2513
MEM 77.601562 1543732096.3564
MEM 77.601562 1543732096.4583
MEM 77.601562 1543732096.5672
MEM 77.601562 1543732096.6751
MEM 77.601562 1543732096.7828
MEM 77.601562 1543732096.8910
MEM 77.601562 1543732096.9993
MEM 77.601562 1543732097.1084
MEM 77.601562 1543732097.2153
MEM 77.601562 1543732097.3167
MEM 77.601562 1543732097.4241
MEM 77.601562 1543732097.5328
MEM 77.601562 1543732097.6417
MEM 77.601562 1543732097.7517
MEM 77.601562 1543732097.8584
MEM 77.601562 1543732097.9645
MEM 77.601562 1543732098.0672
MEM 77.601562 1543732098.1732
MEM 77.601562 1543732098.2828
MEM 77.601562 1543732098.3918
MEM 77.601562 1543732098.4992
MEM 77.601562 1543732098.6073
MEM 77.601562 1543732098.7154
MEM 77.601562 1543732098.8251
MEM 77.601562 1543732098.9327
MEM 77.601562 1543732099.0409
MEM 77.601562 1543732099.1492
MEM 77.601562 1543732099.2585
MEM 77.601562 1543732099.3673
MEM 77.601562 1543732099.4722
MEM 77.601562 1543732099.5803
MEM 77.601562 1543732099.6855
MEM 77.601562 1543732099.7919
MEM 77.601562 1543732099.8992
MEM 77.601562 1543732100.0086
MEM 77.601562 1543732100.1157
MEM 77.601562 1543732100.2253
MEM 77.601562 1543732100.3327
MEM 77.601562 1543732100.4420
MEM 77.601562 1543732100.5492
MEM 77.601562 1543732100.6582
MEM 77.601562 1543732100.7659
MEM 77.601562 1543732100.8754
MEM 77.601562 1543732100.9827
MEM 77.601562 1543732101.0920
MEM 77.601562 1543732101.1992
MEM 77.601562 1543732101.3073
MEM 77.601562 1543732101.4088
MEM 77.601562 1543732101.5160
MEM 77.601562 1543732101.6245
MEM 77.601562 1543732101.7327
MEM 77.601562 1543732101.8421
MEM 77.601562 1543732101.9491
MEM 77.601562 1543732102.0589
MEM 77.601562 1543732102.1661
MEM 77.601562 1543732102.2693
MEM 77.601562 1543732102.3720
MEM 77.601562 1543732102.4804
MEM 77.601562 1543732102.5864
MEM 77.601562 1543732102.6922
MEM 77.601562 1543732102.7991
MEM 77.601562 1543732102.9090
MEM 77.601562 1543732103.0162
MEM 77.601562 1543732103.1178
MEM 77.601562 1543732103.2256
MEM 77.601562 1543732103.3327
MEM 77.601562 1543732103.4406
MEM 77.601562 1543732103.5496
MEM 77.601562 1543732103.6590
MEM 77.601562 1543732103.7663
MEM 77.601562 1543732103.8757
MEM 77.601562 1543732103.9826
MEM 77.601562 1543732104.0924
MEM 77.601562 1543732104.1996
MEM 77.601562 1543732104.3068
MEM 77.601562 1543732104.4084
MEM 77.601562 1543732104.5104
MEM 77.601562 1543732104.6165
MEM 77.601562 1543732104.7257
MEM 77.601562 1543732104.8327
MEM 77.601562 1543732104.9426
MEM 77.601562 1543732105.0501
MEM 77.601562 1543732105.1536
MEM 77.601562 1543732105.2592
MEM 77.601562 1543732105.3674
MEM 77.601562 1543732105.4727
MEM 77.601562 1543732105.5826
MEM 77.601562 1543732105.6913
MEM 77.601562 1543732105.8000
MEM 77.601562 1543732105.9092
MEM 77.601562 1543732106.0167
MEM 77.601562 1543732106.1259
MEM 77.601562 1543732106.2334
MEM 77.601562 1543732106.3411
MEM 77.601562 1543732106.4500
MEM 77.601562 1543732106.5510
MEM 77.601562 1543732106.6593
MEM 77.601562 1543732106.7688
MEM 77.601562 1543732106.8788
MEM 77.601562 1543732106.9888
MEM 77.601562 1543732107.0990
MEM 77.601562 1543732107.2050
MEM 77.601562 1543732107.3133
MEM 77.601562 1543732107.4170
MEM 77.601562 1543732107.5183
MEM 77.601562 1543732107.6261
MEM 77.601562 1543732107.7336
MEM 77.601562 1543732107.8411
MEM 77.601562 1543732107.9503
MEM 77.601562 1543732108.0585
MEM 77.601562 1543732108.1670
MEM 77.601562 1543732108.2732
MEM 77.601562 1543732108.3825
MEM 77.601562 1543732108.4899
MEM 77.601562 1543732108.5989
MEM 77.601562 1543732108.7020
MEM 77.601562 1543732108.8051
MEM 77.601562 1543732108.9131
MEM 77.601562 1543732109.0226
MEM 77.601562 1543732109.1325
MEM 77.601562 1543732109.2384
MEM 77.601562 1543732109.3465
MEM 77.601562 1543732109.4502
MEM 77.601562 1543732109.5507
MEM 77.601562 1543732109.6595
MEM 77.601562 1543732109.7685
MEM 77.601562 1543732109.8762
MEM 77.601562 1543732109.9845
MEM 77.601562 1543732110.0929
MEM 77.601562 1543732110.1999
MEM 77.601562 1543732110.3096
MEM 77.601562 1543732110.4129
MEM 77.601562 1543732110.5217
MEM 77.601562 1543732110.6305
MEM 77.601562 1543732110.7375
MEM 77.601562 1543732110.8430
MEM 77.601562 1543732110.9510
MEM 77.601562 1543732111.0597
MEM 77.601562 1543732111.1687
MEM 77.601562 1543732111.2784
MEM 77.601562 1543732111.3864
MEM 77.601562 1543732111.4930
MEM 77.601562 1543732111.6010
MEM 77.601562 1543732111.7091
MEM 77.601562 1543732111.8177
MEM 77.601562 1543732111.9258
MEM 77.601562 1543732112.0343
MEM 77.601562 1543732112.1431
MEM 77.601562 1543732112.2510
MEM 77.601562 1543732112.3598
MEM 77.601562 1543732112.4678
MEM 77.601562 1543732112.5766
MEM 77.601562 1543732112.6845
MEM 77.601562 1543732112.7932
MEM 77.601562 1543732112.9011
MEM 77.601562 1543732113.0098
MEM 77.601562 1543732113.1179
MEM 77.601562 1543732113.2265
MEM 77.601562 1543732113.3323
MEM 77.601562 1543732113.4396
MEM 77.601562 1543732113.5488
MEM 77.601562 1543732113.6552
MEM 77.601562 1543732113.7625
MEM 77.601562 1543732113.8716
MEM 77.601562 1543732113.9794
MEM 77.601562 1543732114.0847
MEM 77.601562 1543732114.1933
MEM 77.601562 1543732114.3007
MEM 77.601562 1543732114.4101
MEM 77.601562 1543732114.5181
MEM 77.601562 1543732114.6267
MEM 77.601562 1543732114.7348
MEM 77.601562 1543732114.8433
MEM 77.601562 1543732114.9515
MEM 77.601562 1543732115.0601
MEM 77.601562 1543732115.1675
MEM 77.601562 1543732115.2726
MEM 77.601562 1543732115.3822
MEM 77.601562 1543732115.4850
MEM 77.601562 1543732115.5888
MEM 77.601562 1543732115.6987
MEM 77.601562 1543732115.8049
MEM 77.601562 1543732115.9103
MEM 77.601562 1543732116.0180
MEM 77.601562 1543732116.1268
MEM 77.601562 1543732116.2350
MEM 77.601562 1543732116.3435
MEM 77.601562 1543732116.4517
MEM 77.601562 1543732116.5602
MEM 77.601562 1543732116.6684
MEM 77.601562 1543732116.7761
MEM 77.601562 1543732116.8851
MEM 77.601562 1543732116.9936
MEM 77.601562 1543732117.1018
MEM 77.601562 1543732117.2103
